Country,Country_Code,Year,Indicator_Code,Indicator_Name,Value
Turkiye,TUR,2008,SP.RUR.TOTL.ZS,Rural_population_pct,33.486349109623
Turkiye,TUR,2007,SP.RUR.TOTL.ZS,Rural_population_pct,34.6610381845313
Turkiye,TUR,2006,SP.RUR.TOTL.ZS,Rural_population_pct,35.7126106060464
Turkiye,TUR,2005,SP.RUR.TOTL.ZS,Rural_population_pct,36.6697529726126
Turkiye,TUR,2004,SP.RUR.TOTL.ZS,Rural_population_pct,37.5611518826738
Turkiye,TUR,2003,SP.RUR.TOTL.ZS,Rural_population_pct,38.4154939346742
Turkiye,TUR,2002,SP.RUR.TOTL.ZS,Rural_population_pct,39.2614657270577
Turkiye,TUR,2001,SP.RUR.TOTL.ZS,Rural_population_pct,40.1277538582684
Turkiye,TUR,2000,SP.RUR.TOTL.ZS,Rural_population_pct,41.0293879993597
Algeria,DZA,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.9597061505767
Algeria,DZA,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.3692450434856
Algeria,DZA,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.6470638553472
Algeria,DZA,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.2354345605089
Algeria,DZA,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.8341693887186
Algeria,DZA,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.4791798857164
Algeria,DZA,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.2438301354995
Algeria,DZA,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.0318809304784
Algeria,DZA,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.0683130545794
Algeria,DZA,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.5327896965018
Algeria,DZA,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.40707440856373
Algeria,DZA,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.12007464194984
Algeria,DZA,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.02697167412095
Algeria,DZA,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.08352512171367
Algeria,DZA,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.53171561491377
Algeria,DZA,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.01121741497815
Algeria,DZA,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.54975092049628
Algeria,DZA,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.32601878401142
Algeria,DZA,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.36600271426263
Algeria,DZA,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.5592713699842
Algeria,DZA,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.72217403415641
Algeria,DZA,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.45671950735323
Algeria,DZA,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.41302644785912
Algeria,DZA,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.886179657499
Algeria,DZA,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.39504849504573
Egypt,EGY,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.7121128792805
Egypt,EGY,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.6003111645036
Egypt,EGY,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.9457535224737
Egypt,EGY,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.4369326589725
Egypt,EGY,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.1668239443487
Egypt,EGY,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.6971354538956
Egypt,EGY,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.8302490249025
Egypt,EGY,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.9863806449848
Egypt,EGY,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.769316084742
Egypt,EGY,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.3940627685257
Egypt,EGY,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.3377089201878
Egypt,EGY,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.2743496022361
Egypt,EGY,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.2727652713919
Egypt,EGY,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.8691050980964
Egypt,EGY,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.3407591579645
Egypt,EGY,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.9979466513145
Egypt,EGY,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.6302400893356
Egypt,EGY,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.4201262083781
Egypt,EGY,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.2372025254978
Egypt,EGY,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,13.9816898792943
Egypt,EGY,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,14.2699361219864
Egypt,EGY,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,15.2867065868263
Egypt,EGY,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,15.4048561625759
Egypt,EGY,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,15.3512684694731
Egypt,EGY,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,15.5380770361658
Spain,ESP,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.75300596488807
Spain,ESP,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.6062235563618
Spain,ESP,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.36964000049424
Spain,ESP,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.76824927112995
Spain,ESP,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.78468031745976
Spain,ESP,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.51980122994951
Spain,ESP,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.70128254621885
Spain,ESP,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.80344676690393
Spain,ESP,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.81522075003094
Spain,ESP,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.72327046339292
Spain,ESP,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.52697678134345
Spain,ESP,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.60946207875576
Spain,ESP,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.39776671776239
Spain,ESP,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.3625185975353
Spain,ESP,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.41740898393438
Spain,ESP,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.24960158062983
Spain,ESP,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.35367195478016
Spain,ESP,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.4946614560374
Spain,ESP,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.40075384884813
Spain,ESP,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.75836581828682
Spain,ESP,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.11780935959045
Spain,ESP,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.42077756723389
Spain,ESP,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.48212189760772
Spain,ESP,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.67425723081839
Spain,ESP,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.7443114170073
Greece,GRC,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.765512541308
Greece,GRC,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.74222017907683
Greece,GRC,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.78490731948212
Greece,GRC,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.53173488105093
Greece,GRC,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.9238294812332
Greece,GRC,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.66151933931312
Greece,GRC,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.52573090341626
Greece,GRC,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.7522702094539
Greece,GRC,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.45812941533327
Greece,GRC,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.82153798821664
Greece,GRC,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.53346105430384
Greece,GRC,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.35146223879432
Greece,GRC,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.41908207828197
Greece,GRC,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.0618456010827
Greece,GRC,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.9142102078812
Greece,GRC,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.92582395634654
Greece,GRC,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.89505867715816
Greece,GRC,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.15474298162147
Greece,GRC,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.28557674416163
Greece,GRC,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.47718109899217
Greece,GRC,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.54970535485524
Greece,GRC,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.3240542693888
Greece,GRC,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.22103153499556
Greece,GRC,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.36221949397772
Greece,GRC,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.50251363510967
Italy,ITA,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.00789616423237
Italy,ITA,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.8596431753596
Italy,ITA,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.89037175125669
Italy,ITA,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.83339290794707
Italy,ITA,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.9280162015612
Italy,ITA,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.81866879873849
Italy,ITA,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.85755612561626
Italy,ITA,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.89343264776643
Italy,ITA,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.84915248302101
Italy,ITA,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.99152552817849
Italy,ITA,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.90848213125891
Italy,ITA,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.05779366637333
Italy,ITA,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.90886941227517
Italy,ITA,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.84910093882918
Italy,ITA,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.76928173132246
Italy,ITA,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.80208177882956
Italy,ITA,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.87300893559166
Italy,ITA,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.89414967924379
Italy,ITA,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.94158568418969
Italy,ITA,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.03006110909468
Italy,ITA,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.34229627595505
Italy,ITA,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.35238168739719
Italy,ITA,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.36532442144257
Italy,ITA,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.4818910807856
Italy,ITA,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.55763392992713
Libya,LBY,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.39197609901835
Libya,LBY,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.7692779613025
Libya,LBY,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.68643769937353
Libya,LBY,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.9292341608539
Libya,LBY,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.326770152924
Libya,LBY,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.04201619232517
Libya,LBY,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.66012922036917
Libya,LBY,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.87477645520451
Libya,LBY,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.61177989572916
Libya,LBY,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.3862973349324
Libya,LBY,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.51667860719144
Libya,LBY,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.41548515289585
Libya,LBY,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.81559365235981
Libya,LBY,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.05766833710666
Libya,LBY,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.79953001101668
Libya,LBY,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.15806763082219
Libya,LBY,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.38365254109486
Libya,LBY,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.54141662252696
Libya,LBY,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.51764483817067
Libya,LBY,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.51001097978428
Libya,LBY,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.34262291274763
Libya,LBY,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,4.09220701963117
Libya,LBY,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.18529909272643
Libya,LBY,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,
Libya,LBY,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,
Morocco,MAR,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.5673287621047
Morocco,MAR,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.1311743840061
Morocco,MAR,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.79618893785634
Morocco,MAR,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.9779439009277
Morocco,MAR,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.6636401420592
Morocco,MAR,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.8424017370039
Morocco,MAR,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.3055402401365
Morocco,MAR,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.1602887992375
Morocco,MAR,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.3219651103177
Morocco,MAR,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.7961931846113
Morocco,MAR,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.3531465249527
Morocco,MAR,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.3583661932506
Morocco,MAR,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.3297511522793
Morocco,MAR,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.0819026098454
Morocco,MAR,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.9620812709231
Morocco,MAR,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.9650475529562
Morocco,MAR,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.864961794312
Morocco,MAR,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.8752466486995
Morocco,MAR,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.304168098197
Morocco,MAR,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.6988804483578
Morocco,MAR,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.869333718001
Morocco,MAR,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,12.4918601820552
Morocco,MAR,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.8432781663725
Morocco,MAR,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,11.8761776238587
Morocco,MAR,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.7286317929553
Portugal,PRT,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.01918518592571
Portugal,PRT,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.13721069426312
Portugal,PRT,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.90543676193935
Portugal,PRT,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.16204629838151
Portugal,PRT,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.14089692520428
Portugal,PRT,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.99991845769704
Portugal,PRT,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.91817470918666
Portugal,PRT,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.96367345206825
Portugal,PRT,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.92235840837832
Portugal,PRT,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.97541250129625
Portugal,PRT,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.97659101484386
Portugal,PRT,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.04188706497902
Portugal,PRT,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.92004687349348
Portugal,PRT,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.8384390598893
Portugal,PRT,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.94034870976094
Portugal,PRT,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.95062621184125
Portugal,PRT,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.96377185231981
Portugal,PRT,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,1.99815593954667
Portugal,PRT,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.25313751520814
Portugal,PRT,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.30349335448735
Portugal,PRT,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.60214117997755
Portugal,PRT,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.65118079570935
Portugal,PRT,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.72289086156617
Portugal,PRT,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,2.96074957358316
Portugal,PRT,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,3.10974828415915
Syria,SYR,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,
Syria,SYR,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,
Syria,SYR,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,42.8517272820162
Syria,SYR,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,38.6743054965317
Syria,SYR,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,32.652890568598
Syria,SYR,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,40.7410419328786
Syria,SYR,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,39.0098877578608
Syria,SYR,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,40.6356090849324
Syria,SYR,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,34.1668749627531
Syria,SYR,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,33.1304655969871
Syria,SYR,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,26.8601256182656
Syria,SYR,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,25.1049303727798
Syria,SYR,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,23.432298282026
Syria,SYR,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,20.6469030981773
Syria,SYR,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,19.4389724414256
Syria,SYR,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,22.7950178570023
Syria,SYR,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,18.7564030905377
Syria,SYR,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,19.4588025950103
Syria,SYR,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,21.4567815802916
Syria,SYR,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,20.293121708002
Syria,SYR,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,22.4332996039678
Syria,SYR,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,24.6554759380094
Syria,SYR,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,24.8635435252136
Syria,SYR,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,25.4975511779491
Syria,SYR,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,24.7339772855403
Tunisia,TUN,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.73863393101929
Tunisia,TUN,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.47367928951245
Tunisia,TUN,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.8217247722212
Tunisia,TUN,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.0900379034943
Tunisia,TUN,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.3917002295357
Tunisia,TUN,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.76625873287072
Tunisia,TUN,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.88852551876126
Tunisia,TUN,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.986045690927
Tunisia,TUN,2016,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.52541115305462
Tunisia,TUN,2015,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.20589918732503
Tunisia,TUN,2014,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.57165956609159
Tunisia,TUN,2013,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.96930864809374
Tunisia,TUN,2012,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.30025725587419
Tunisia,TUN,2011,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.57684450427472
Tunisia,TUN,2010,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.846146170059
Tunisia,TUN,2009,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.45660665471427
Tunisia,TUN,2008,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,7.8486499786515
Tunisia,TUN,2007,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.64201987385816
Tunisia,TUN,2006,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.28070949947767
Tunisia,TUN,2005,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.16983114804996
Tunisia,TUN,2004,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.90254515493647
Tunisia,TUN,2003,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.2914975178949
Tunisia,TUN,2002,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,8.29848151435206
Tunisia,TUN,2001,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,9.4218557064738
Tunisia,TUN,2000,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,10.006319351485
Turkiye,TUR,2024,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.82042467876951
Turkiye,TUR,2023,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.38984597795627
Turkiye,TUR,2022,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.69360961922604
Turkiye,TUR,2021,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,5.70488171636816
Turkiye,TUR,2020,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.89122590909685
Turkiye,TUR,2019,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.6541535628227
Turkiye,TUR,2018,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.00418639185492
Turkiye,TUR,2017,NV.AGR.TOTL.ZS,Agriculture_value_added_pct_GDP,6.19642323537778
